task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Traer informacion estudiante - banner,101802,8824,Traer informacion estudiante - banner,8824,Fluxicon Disco,Variant 1,1,2016-03-15T21:32:06.000,2016-03-15T21:32:06.000
Radicar Solicitud Homologacion,101802,8824,Radicar Solicitud Homologacion,8824,Fluxicon Disco,Variant 1,1,2016-03-15T21:32:09.000,2016-03-15T21:32:07.000
Cancelar Solicitud,101802,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-15T21:45:19.000,2016-03-15T21:34:54.000
Notificacion estudiante cancelacion soli,101802,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-17T00:37:37.000,2016-03-17T00:37:37.000
End,101802,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-17T00:37:37.000,2016-03-17T00:37:37.000
Start,101803,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-03-15T21:37:51.000,2016-03-15T21:37:51.000
Traer informacion estudiante - banner,101803,8824,Traer informacion estudiante - banner,8824,Fluxicon Disco,Variant 3,3,2016-03-15T21:37:51.000,2016-03-15T21:37:51.000
Radicar Solicitud Homologacion,101803,8824,Radicar Solicitud Homologacion,8824,Fluxicon Disco,Variant 3,3,2016-03-15T21:37:54.000,2016-03-15T21:37:52.000
Validar solicitud,101803,677,Validar solicitud,677,Fluxicon Disco,Variant 3,3,2016-03-15T21:50:41.000,2016-03-15T21:40:22.000
Homologacion por grupo de cursos,101803,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 3,3,2016-03-17T00:59:31.000,2016-03-17T00:39:31.000
Revisar curso,101803,677,Revisar curso,677,Fluxicon Disco,Variant 3,3,2016-03-17T00:39:32.000,2016-03-17T00:39:32.000
Evaluacion curso,101803,6995,Evaluacion curso,6995,Fluxicon Disco,Variant 3,3,2016-03-17T00:40:52.000,2016-03-17T00:40:52.000
Validacion final,101803,677,Validacion final,677,Fluxicon Disco,Variant 3,3,2016-03-17T13:05:43.000,2016-03-17T12:45:43.000
Visto Bueno Cierre Proceso,101803,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 3,3,2016-03-28T20:14:06.000,2016-03-28T20:14:06.000
End,101803,End,End,End,Fluxicon Disco,Variant 3,3,2016-03-28T20:14:06.000,2016-03-28T20:14:06.000
Start,101852,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T00:09:56.000,2016-03-16T00:09:56.000
Traer informacion estudiante - banner,101852,8824,Traer informacion estudiante - banner,8824,Fluxicon Disco,Variant 1,1,2016-03-16T00:09:56.000,2016-03-16T00:09:56.000
Radicar Solicitud Homologacion,101852,8824,Radicar Solicitud Homologacion,8824,Fluxicon Disco,Variant 1,1,2016-03-16T00:09:57.000,2016-03-16T00:09:57.000
Cancelar Solicitud,101852,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-16T00:20:18.000,2016-03-16T00:12:18.000
Notificacion estudiante cancelacion soli,101852,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-17T00:43:35.000,2016-03-17T00:43:35.000
End,101852,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-17T00:43:35.000,2016-03-17T00:43:35.000
Start,101853,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T00:12:44.000,2016-03-16T00:12:44.000
Traer informacion estudiante - banner,101853,8824,Traer informacion estudiante - banner,8824,Fluxicon Disco,Variant 1,1,2016-03-16T00:12:44.000,2016-03-16T00:12:44.000
Radicar Solicitud Homologacion,101853,8824,Radicar Solicitud Homologacion,8824,Fluxicon Disco,Variant 1,1,2016-03-16T00:12:45.000,2016-03-16T00:12:45.000
Cancelar Solicitud,101853,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-16T00:22:36.000,2016-03-16T00:14:36.000
Notificacion estudiante cancelacion soli,101853,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-17T00:48:40.000,2016-03-17T00:48:40.000
End,101853,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-17T00:48:40.000,2016-03-17T00:48:40.000
Start,101854,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T00:50:38.000,2016-03-16T00:50:38.000
Traer informacion estudiante - banner,101854,8824,Traer informacion estudiante - banner,8824,Fluxicon Disco,Variant 1,1,2016-03-16T00:50:38.000,2016-03-16T00:50:38.000
Radicar Solicitud Homologacion,101854,8824,Radicar Solicitud Homologacion,8824,Fluxicon Disco,Variant 1,1,2016-03-16T00:50:39.000,2016-03-16T00:50:39.000
Cancelar Solicitud,101854,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-16T01:05:45.000,2016-03-16T00:57:45.000
Notificacion estudiante cancelacion soli,101854,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-17T00:52:58.000,2016-03-17T00:52:58.000
End,101854,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-17T00:52:58.000,2016-03-17T00:52:58.000
Start,101901,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T01:34:37.000,2016-03-16T01:34:37.000
Traer informacion estudiante - banner,101901,8824,Traer informacion estudiante - banner,8824,Fluxicon Disco,Variant 1,1,2016-03-16T01:34:37.000,2016-03-16T01:34:37.000
Radicar Solicitud Homologacion,101901,8824,Radicar Solicitud Homologacion,8824,Fluxicon Disco,Variant 1,1,2016-03-16T01:34:42.000,2016-03-16T01:34:42.000
Cancelar Solicitud,101901,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-16T01:45:02.000,2016-03-16T01:37:02.000
Notificacion estudiante cancelacion soli,101901,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-17T00:55:10.000,2016-03-17T00:55:10.000
End,101901,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-17T00:55:10.000,2016-03-17T00:55:10.000
Start,102001,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-03-16T02:09:28.000,2016-03-16T02:09:28.000
Traer informacion estudiante - banner,102001,11342,Traer informacion estudiante - banner,11342,Fluxicon Disco,Variant 3,3,2016-03-16T02:09:28.000,2016-03-16T02:09:28.000
Radicar Solicitud Homologacion,102001,11342,Radicar Solicitud Homologacion,11342,Fluxicon Disco,Variant 3,3,2016-03-16T02:09:32.000,2016-03-16T02:09:32.000
Validar solicitud,102001,18929,Validar solicitud,18929,Fluxicon Disco,Variant 3,3,2016-03-16T03:35:10.000,2016-03-16T02:51:10.000
Homologacion por grupo de cursos,102001,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 3,3,2016-03-31T01:31:39.000,2016-03-30T19:39:15.000
Revisar curso,102001,18929,Revisar curso,18929,Fluxicon Disco,Variant 3,3,2016-03-30T19:39:16.000,2016-03-30T19:39:16.000
Evaluacion curso,102001,436,Evaluacion curso,436,Fluxicon Disco,Variant 3,3,2016-03-31T01:35:08.000,2016-03-30T19:45:08.000
Validacion final,102001,18929,Validacion final,18929,Fluxicon Disco,Variant 3,3,2016-06-02T17:02:40.000,2016-06-02T17:00:28.000
Visto Bueno Cierre Proceso,102001,957,Visto Bueno Cierre Proceso,957,Fluxicon Disco,Variant 3,3,2016-06-02T21:13:36.000,2016-06-02T21:13:25.000
End,102001,End,End,End,Fluxicon Disco,Variant 3,3,2016-06-02T21:13:36.000,2016-06-02T21:13:36.000
Start,102002,Start,Start,Start,Fluxicon Disco,Variant 5,5,2016-03-16T02:51:22.000,2016-03-16T02:51:22.000
Traer informacion estudiante - banner,102002,11349,Traer informacion estudiante - banner,11349,Fluxicon Disco,Variant 5,5,2016-03-16T02:51:22.000,2016-03-16T02:51:22.000
Radicar Solicitud Homologacion,102002,11349,Radicar Solicitud Homologacion,11349,Fluxicon Disco,Variant 5,5,2016-03-16T02:51:23.000,2016-03-16T02:51:23.000
Notificacion estudiante cancelacion soli,102002,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-03-31T23:24:05.000,2016-03-31T23:24:05.000
End,102002,End,End,End,Fluxicon Disco,Variant 5,5,2016-03-31T23:24:05.000,2016-03-31T23:24:05.000
Start,102102,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T07:30:13.000,2016-03-16T07:30:13.000
Traer informacion estudiante - banner,102102,24544,Traer informacion estudiante - banner,24544,Fluxicon Disco,Variant 1,1,2016-03-16T07:30:13.000,2016-03-16T07:30:13.000
Radicar Solicitud Homologacion,102102,24544,Radicar Solicitud Homologacion,24544,Fluxicon Disco,Variant 1,1,2016-03-16T07:30:14.000,2016-03-16T07:30:14.000
Cancelar Solicitud,102102,24544,Cancelar Solicitud,24544,Fluxicon Disco,Variant 1,1,2016-03-16T07:50:52.000,2016-03-16T07:50:52.000
Notificacion estudiante cancelacion soli,102102,24544,Notificacion estudiante cancelacion soli,24544,Fluxicon Disco,Variant 1,1,2016-03-16T08:24:38.000,2016-03-16T08:24:38.000
End,102102,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-16T08:24:38.000,2016-03-16T08:24:38.000
Start,102103,Start,Start,Start,Fluxicon Disco,Variant 5,5,2016-03-16T07:52:27.000,2016-03-16T07:52:27.000
Traer informacion estudiante - banner,102103,24544,Traer informacion estudiante - banner,24544,Fluxicon Disco,Variant 5,5,2016-03-16T07:52:27.000,2016-03-16T07:52:27.000
Radicar Solicitud Homologacion,102103,24544,Radicar Solicitud Homologacion,24544,Fluxicon Disco,Variant 5,5,2016-03-16T07:52:28.000,2016-03-16T07:52:28.000
Notificacion estudiante cancelacion soli,102103,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-03-31T23:24:06.000,2016-03-31T23:24:06.000
End,102103,End,End,End,Fluxicon Disco,Variant 5,5,2016-03-31T23:24:06.000,2016-03-31T23:24:06.000
Start,102202,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T12:12:28.000,2016-03-16T12:12:28.000
Traer informacion estudiante - banner,102202,8655,Traer informacion estudiante - banner,8655,Fluxicon Disco,Variant 1,1,2016-03-16T12:12:28.000,2016-03-16T12:12:28.000
Radicar Solicitud Homologacion,102202,8655,Radicar Solicitud Homologacion,8655,Fluxicon Disco,Variant 1,1,2016-03-16T12:29:32.000,2016-03-16T12:12:29.000
Cancelar Solicitud,102202,6400,Cancelar Solicitud,6400,Fluxicon Disco,Variant 1,1,2016-03-18T15:04:04.000,2016-03-18T15:03:31.000
Notificacion estudiante cancelacion soli,102202,6400,Notificacion estudiante cancelacion soli,6400,Fluxicon Disco,Variant 1,1,2016-03-18T15:37:07.000,2016-03-18T15:37:07.000
End,102202,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-18T15:37:07.000,2016-03-18T15:37:07.000
Start,102203,Start,Start,Start,Fluxicon Disco,Variant 4,4,2016-03-16T12:13:28.000,2016-03-16T12:13:28.000
Traer informacion estudiante - banner,102203,7492,Traer informacion estudiante - banner,7492,Fluxicon Disco,Variant 4,4,2016-03-16T12:13:28.000,2016-03-16T12:13:28.000
Radicar Solicitud Homologacion,102203,7492,Radicar Solicitud Homologacion,7492,Fluxicon Disco,Variant 4,4,2016-03-16T12:13:29.000,2016-03-16T12:13:29.000
Validar solicitud,102203,19019,Validar solicitud,19019,Fluxicon Disco,Variant 4,4,2016-03-16T12:26:31.000,2016-03-16T12:20:03.000
Homologacion por grupo de cursos,102203,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 4,4,2016-03-16T22:30:35.000,2016-03-16T22:28:05.000
Revisar curso,102203,19019,Revisar curso,19019,Fluxicon Disco,Variant 4,4,2016-03-16T22:28:05.000,2016-03-16T22:28:05.000
Evaluacion curso,102203,19019,Evaluacion curso,19019,Fluxicon Disco,Variant 4,4,2016-03-16T22:28:34.000,2016-03-16T22:28:33.000
Validar solicitud / pre-homologacion,102203,19019,Validar solicitud / pre-homologacion,19019,Fluxicon Disco,Variant 4,4,2016-03-16T22:32:02.000,2016-03-16T22:29:33.000
End,102203,End,End,End,Fluxicon Disco,Variant 4,4,2016-03-16T22:32:02.000,2016-03-16T22:32:02.000
Start,102204,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T12:26:23.000,2016-03-16T12:26:23.000
Traer informacion estudiante - banner,102204,2274,Traer informacion estudiante - banner,2274,Fluxicon Disco,Variant 1,1,2016-03-16T12:26:23.000,2016-03-16T12:26:23.000
Radicar Solicitud Homologacion,102204,2274,Radicar Solicitud Homologacion,2274,Fluxicon Disco,Variant 1,1,2016-03-16T12:26:35.000,2016-03-16T12:26:24.000
Cancelar Solicitud,102204,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-16T15:48:22.000,2016-03-16T14:11:41.000
Notificacion estudiante cancelacion soli,102204,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-04-08T15:52:51.000,2016-04-08T15:52:51.000
End,102204,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-08T15:52:51.000,2016-04-08T15:52:51.000
Start,102251,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-03-16T14:51:02.000,2016-03-16T14:51:02.000
Traer informacion estudiante - banner,102251,1515,Traer informacion estudiante - banner,1515,Fluxicon Disco,Variant 3,3,2016-03-16T14:51:02.000,2016-03-16T14:51:02.000
Radicar Solicitud Homologacion,102251,1515,Radicar Solicitud Homologacion,1515,Fluxicon Disco,Variant 3,3,2016-03-16T14:51:15.000,2016-03-16T14:51:05.000
Validar solicitud,102251,1707,Validar solicitud,1707,Fluxicon Disco,Variant 3,3,2016-03-16T17:16:32.000,2016-03-16T15:01:34.000
Homologacion por grupo de cursos,102251,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 3,3,2016-04-15T15:47:23.000,2016-04-15T13:39:23.000
Revisar curso,102251,1707,Revisar curso,1707,Fluxicon Disco,Variant 3,3,2016-04-15T15:08:16.000,2016-04-15T13:39:23.000
Evaluacion curso,102251,15930,Evaluacion curso,15930,Fluxicon Disco,Variant 3,3,2016-05-02T16:16:19.000,2016-05-02T15:53:13.000
Validacion final,102251,1707,Validacion final,1707,Fluxicon Disco,Variant 3,3,2016-05-05T03:43:15.000,2016-05-05T03:43:15.000
Visto Bueno Cierre Proceso,102251,15930,Visto Bueno Cierre Proceso,15930,Fluxicon Disco,Variant 3,3,2016-05-05T15:14:34.000,2016-05-05T14:58:34.000
End,102251,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-05T15:14:34.000,2016-05-05T15:14:34.000
Start,102252,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T15:01:49.000,2016-03-16T15:01:49.000
Traer informacion estudiante - banner,102252,1515,Traer informacion estudiante - banner,1515,Fluxicon Disco,Variant 1,1,2016-03-16T15:01:49.000,2016-03-16T15:01:49.000
Radicar Solicitud Homologacion,102252,1515,Radicar Solicitud Homologacion,1515,Fluxicon Disco,Variant 1,1,2016-03-16T15:02:00.000,2016-03-16T15:01:50.000
Cancelar Solicitud,102252,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-16T16:48:24.000,2016-03-16T15:12:44.000
Notificacion estudiante cancelacion soli,102252,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-04-08T15:53:33.000,2016-04-08T15:53:33.000
End,102252,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-08T15:53:33.000,2016-04-08T15:53:33.000
Start,102253,Start,Start,Start,Fluxicon Disco,Variant 69,69,2016-03-16T15:08:28.000,2016-03-16T15:08:28.000
Traer informacion estudiante - banner,102253,24544,Traer informacion estudiante - banner,24544,Fluxicon Disco,Variant 69,69,2016-03-16T15:08:28.000,2016-03-16T15:08:28.000
Radicar Solicitud Homologacion,102253,24544,Radicar Solicitud Homologacion,24544,Fluxicon Disco,Variant 69,69,2016-03-16T15:08:36.000,2016-03-16T15:08:29.000
Validar solicitud,102253,7080,Validar solicitud,7080,Fluxicon Disco,Variant 69,69,2016-03-16T15:15:59.000,2016-03-16T15:15:49.000
Homologacion por grupo de cursos,102253,6889,Homologacion por grupo de cursos,6889,Fluxicon Disco,Variant 69,69,2016-03-16T20:22:10.000,2016-03-16T15:25:58.000
Revisar curso,102253,22534,Revisar curso,22534,Fluxicon Disco,Variant 69,69,2016-03-16T18:56:34.000,2016-03-16T15:26:00.000
Evaluacion curso,102253,22534,Evaluacion curso,22534,Fluxicon Disco,Variant 69,69,2016-04-28T20:53:16.000,2016-04-28T20:34:59.000
Visto Bueno Cierre Proceso,102253,6889,Visto Bueno Cierre Proceso,6889,Fluxicon Disco,Variant 69,69,2016-05-02T22:54:20.000,2016-05-02T21:45:28.000
Validacion final,102253,7080,Validacion final,7080,Fluxicon Disco,Variant 69,69,2016-05-02T23:17:28.000,2016-05-02T23:17:28.000
Transferir Creditos,102253,6889,Transferir Creditos,6889,Fluxicon Disco,Variant 69,69,2016-05-16T16:38:24.000,2016-05-16T16:38:24.000
End,102253,End,End,End,Fluxicon Disco,Variant 69,69,2016-05-16T16:38:24.000,2016-05-16T16:38:24.000
Start,102257,Start,Start,Start,Fluxicon Disco,Variant 3,3,2016-03-16T16:11:55.000,2016-03-16T16:11:55.000
Traer informacion estudiante - banner,102257,2274,Traer informacion estudiante - banner,2274,Fluxicon Disco,Variant 3,3,2016-03-16T16:11:55.000,2016-03-16T16:11:55.000
Radicar Solicitud Homologacion,102257,2274,Radicar Solicitud Homologacion,2274,Fluxicon Disco,Variant 3,3,2016-03-16T16:12:19.000,2016-03-16T16:11:55.000
Validar solicitud,102257,677,Validar solicitud,677,Fluxicon Disco,Variant 3,3,2016-03-16T16:41:43.000,2016-03-16T16:36:20.000
Homologacion por grupo de cursos,102257,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 3,3,2016-03-17T07:09:18.000,2016-03-17T01:06:14.000
Revisar curso,102257,677,Revisar curso,677,Fluxicon Disco,Variant 3,3,2016-03-17T01:06:15.000,2016-03-17T01:06:15.000
Evaluacion curso,102257,22491,Evaluacion curso,22491,Fluxicon Disco,Variant 3,3,2016-03-17T07:04:27.000,2016-03-17T01:16:27.000
Validacion final,102257,677,Validacion final,677,Fluxicon Disco,Variant 3,3,2016-05-25T20:59:47.000,2016-05-25T20:53:15.000
Visto Bueno Cierre Proceso,102257,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 3,3,2016-05-26T17:41:06.000,2016-05-26T17:32:34.000
End,102257,End,End,End,Fluxicon Disco,Variant 3,3,2016-05-26T17:41:06.000,2016-05-26T17:41:06.000
Start,102303,Start,Start,Start,Fluxicon Disco,Variant 4,4,2016-03-16T14:42:07.000,2016-03-16T14:42:07.000
Traer informacion estudiante - banner,102303,11218,Traer informacion estudiante - banner,11218,Fluxicon Disco,Variant 4,4,2016-03-16T14:42:07.000,2016-03-16T14:42:07.000
Radicar Solicitud Homologacion,102303,11218,Radicar Solicitud Homologacion,11218,Fluxicon Disco,Variant 4,4,2016-03-16T14:42:10.000,2016-03-16T14:42:08.000
Validar solicitud,102303,19019,Validar solicitud,19019,Fluxicon Disco,Variant 4,4,2016-03-16T14:53:12.000,2016-03-16T14:45:00.000
Homologacion por grupo de cursos,102303,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 4,4,2016-03-17T23:08:50.000,2016-03-17T14:57:27.000
Revisar curso,102303,19019,Revisar curso,19019,Fluxicon Disco,Variant 4,4,2016-03-17T14:57:27.000,2016-03-17T14:57:27.000
Evaluacion curso,102303,19295,Evaluacion curso,19295,Fluxicon Disco,Variant 4,4,2016-03-17T23:03:36.000,2016-03-17T14:58:03.000
Validar solicitud / pre-homologacion,102303,19019,Validar solicitud / pre-homologacion,19019,Fluxicon Disco,Variant 4,4,2016-06-21T23:37:23.000,2016-06-21T23:31:34.000
End,102303,End,End,End,Fluxicon Disco,Variant 4,4,2016-06-21T23:37:23.000,2016-06-21T23:37:23.000
Start,102305,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-03-16T14:51:14.000,2016-03-16T14:51:14.000
Traer informacion estudiante - banner,102305,7682,Traer informacion estudiante - banner,7682,Fluxicon Disco,Variant 1,1,2016-03-16T14:51:14.000,2016-03-16T14:51:14.000
Radicar Solicitud Homologacion,102305,7682,Radicar Solicitud Homologacion,7682,Fluxicon Disco,Variant 1,1,2016-03-16T14:54:23.000,2016-03-16T14:51:15.000
Cancelar Solicitud,102305,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-03-16T20:54:02.000,2016-03-16T19:06:02.000
Notificacion estudiante cancelacion soli,102305,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-04-12T14:45:01.000,2016-04-12T14:45:01.000
End,102305,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-12T14:45:01.000,2016-04-12T14:45:01.000
Start,102306,Start,Start,Start,Fluxicon Disco,Variant 70,70,2016-03-16T15:35:12.000,2016-03-16T15:35:12.000
Traer informacion estudiante - banner,102306,7736,Traer informacion estudiante - banner,7736,Fluxicon Disco,Variant 70,70,2016-03-16T15:35:12.000,2016-03-16T15:35:12.000
Radicar Solicitud Homologacion,102306,7736,Radicar Solicitud Homologacion,7736,Fluxicon Disco,Variant 70,70,2016-03-16T15:35:20.000,2016-03-16T15:35:13.000
Validar solicitud,102306,22475,Validar solicitud,22475,Fluxicon Disco,Variant 70,70,2016-03-16T15:46:42.000,2016-03-16T15:42:24.000
Homologacion por grupo de cursos,102306,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 70,70,2016-03-17T00:13:55.000,2016-03-16T22:00:27.000
Revisar curso,102306,22475,Revisar curso,22475,Fluxicon Disco,Variant 70,70,2016-03-16T22:00:28.000,2016-03-16T22:00:28.000
Revisar curso,102306,659,Revisar curso,659,Fluxicon Disco,Variant 70,70,2016-03-16T22:04:18.000,2016-03-16T22:00:29.000
Evaluacion curso,102306,7374,Evaluacion curso,7374,Fluxicon Disco,Variant 70,70,2016-03-16T23:23:35.000,2016-03-16T22:01:25.000
Evaluacion curso,102306,659,Evaluacion curso,659,Fluxicon Disco,Variant 70,70,2016-03-17T15:57:16.000,2016-03-17T15:50:18.000
